Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
Nikola Jokic,125,86,23.3,4.7,8.7,0.544,0.4,1.3,0.34,4.3,7.4,0.58,0.569,2.1,2.6,0.816,2.5,5,7.5,3,0.9,0.7,1.5,2.8,12,8.4,0.853,0.393,0.29,0.086,0.084,0.147,0.645,0.529,0.559,0.462,0.6,0.022,23,0.944,0.126,0.25,1,0,23.4,0.611,0.147,0.297,11.8,24.2,18,21.6,1.9,2.3,13.6,21,9.2,3.1,12.3,0.203,0,1.9,6.1,5.9
Damian Jones,4,0,6,0.5,0.8,0.667,0,0,0,0.5,0.8,0.667,0.667,0.5,0.5,1,0.5,0.8,1.3,0,0.3,0.3,1,1.5,1.5,6,1,0.667,0,0,0.333,0,0.5,0,0,1,1,0.333,1,0,0,0,0,0,3.9,0.773,0,0.667,9.9,12.8,11.4,0,2,3.3,50.8,14.1,0,0,0,0.004,0,-0.2,-7.1,0
Derrick Jones,63,17,12.7,1.5,3.5,0.436,0.1,0.6,0.257,1.4,2.9,0.47,0.456,0.5,0.8,0.667,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7,10.4,0.839,0.39,0.183,0.069,0.197,0.161,0.635,0.225,0.2,0.465,0.709,0.119,22,1,0.286,0.4,0,0,8.4,0.485,0.161,0.234,2.4,12.4,7.4,3,1.2,2.1,11.1,15.3,-0.3,0.4,0.1,0.007,0,-1.1,-6.1,-0.8
James Jones,692,92,15.8,1.7,4.3,0.401,1.1,2.8,0.402,0.6,1.5,0.4,0.531,0.8,0.9,0.842,0.3,1.5,1.8,0.5,0.3,0.3,0.3,1.3,5.3,21.4,0.356,0.048,0.019,0.056,0.234,0.644,0.542,0.286,0.394,0.382,0.732,0.007,18,0.975,0.386,0.453,0,0,11.3,0.567,0.644,0.211,2.5,10.7,6.7,4.9,1.1,1.5,6.6,14.6,15.1,9.9,25,0.11,0,-0.9,-0.5,4.1
Terrence Jones,229,118,24.2,4.3,8.6,0.502,0.4,1.4,0.299,3.9,7.2,0.54,0.526,1.6,2.6,0.622,1.7,4.1,5.8,1,0.6,1.2,1,1.7,10.6,7.8,0.841,0.465,0.283,0.038,0.054,0.159,0.694,0.364,0.307,0.311,0.644,0.129,237,0.957,0.206,0.25,2,0,17.2,0.547,0.159,0.302,8,18,13.1,7,1.3,3.8,8.9,19.2,7.9,6.8,14.8,0.128,0,1,0.1,3
Tyus Jones,69,0,13.7,1.3,3.5,0.38,0.5,1.3,0.348,0.9,2.2,0.4,0.446,0.7,0.9,0.762,0.2,0.9,1.1,2.7,0.8,0.1,0.8,0.9,3.8,14.3,0.62,0.198,0.202,0.099,0.12,0.38,0.479,0.408,0.333,0.31,0.267,0,0,0.719,0.239,0.364,0,0,12.5,0.489,0.38,0.26,1.7,8,4.8,27.9,2.8,0.4,16.4,15.2,0.7,0.6,1.2,0.063,0,-1.9,-2.8,-0.2
DeAndre Jordan,645,533,27.5,3.6,5.4,0.673,0,0,0.1,3.6,5.4,0.675,0.673,1.7,4,0.43,3.1,6.9,10,0.6,0.6,1.8,1.3,2.7,9,1.8,0.997,0.826,0.159,0.009,0.003,0.003,0.722,0.455,0.367,0.182,0.705,0.492,1516,0,0.1,0,0,0,18,0.627,0.003,0.747,13,27.9,20.6,3.5,1.1,5.2,15,13.8,32.5,29.8,62.3,0.169,0,2.7,2,17.9
Cory Joseph,336,48,18.6,2.5,5.5,0.457,0.3,0.9,0.31,2.2,4.6,0.485,0.481,1.2,1.6,0.773,0.5,1.7,2.2,2.3,0.6,0.2,0.9,1.3,6.5,11,0.84,0.318,0.204,0.113,0.205,0.16,0.612,0.416,0.377,0.415,0.302,0.001,1,0.945,0.415,0.352,6,0,13.5,0.527,0.16,0.293,3,10.1,6.6,18.9,1.7,0.8,12.6,17.2,7.6,6.3,13.8,0.106,0,-0.1,-0.6,2.2
Frank Kaminsky,131,11,22.4,3.1,7.8,0.399,1,3.2,0.321,2.1,4.6,0.453,0.465,1.3,1.8,0.739,0.8,3.4,4.2,1.5,0.6,0.5,0.8,1.6,8.6,13.6,0.593,0.281,0.207,0.056,0.047,0.407,0.531,0.417,0.281,0.354,0.612,0.026,23,0.992,0.133,0.327,5,0,12.4,0.5,0.407,0.234,4.1,16.6,10.3,10.8,1.3,1.8,8.6,18.8,1.2,3.5,4.7,0.076,0,0.2,-1.2,0.6
Enes Kanter,420,114,21.3,4.5,8.5,0.531,0.1,0.2,0.32,4.5,8.3,0.537,0.535,2,2.6,0.767,2.6,4.1,6.7,0.6,0.4,0.5,1.5,2.1,11.1,6.5,0.972,0.508,0.218,0.118,0.129,0.028,0.653,0.437,0.405,0.366,0.54,0.054,173,0.969,0.65,0.323,1,0,19.5,0.575,0.028,0.304,14.1,21.5,17.8,5,0.9,1.7,13.5,23.3,16.7,8.4,25,0.134,0,-2.1,-2.5,-1.1
Ryan Kelly,156,59,19.6,2,5.4,0.38,0.6,2,0.314,1.4,3.3,0.42,0.44,1.5,1.8,0.797,0.5,2.7,3.2,1.4,0.5,0.5,0.7,2,6.2,15,0.621,0.19,0.16,0.138,0.133,0.379,0.61,0.328,0.293,0.393,0.662,0.037,29,0.95,0.223,0.423,2,0,10.6,0.501,0.379,0.341,2.6,15.2,8.8,10.3,1.3,2,9.7,15.4,1.6,1.5,3.1,0.048,0,-0.3,-2.1,-0.1
Michael Kidd-Gilchrist,253,249,27,3.5,7.6,0.465,0,0.1,0.212,3.5,7.4,0.469,0.467,2.1,2.9,0.701,1.8,4.6,6.4,1.3,0.7,0.8,1.1,2.2,9.1,7.8,0.983,0.518,0.14,0.062,0.262,0.017,0.607,0.265,0.331,0.339,0.667,0.081,148,0.857,0.455,0.133,2,0,13.7,0.515,0.017,0.39,7.5,19.1,13.2,7.8,1.3,2.4,10.7,16.7,5.3,7.7,13,0.092,0,1.2,-1.2,1.4
Sean Kilpatrick,87,24,23.7,4.2,9.9,0.43,1.4,4.1,0.349,2.8,5.8,0.487,0.502,2.5,2.9,0.854,0.3,2.8,3.1,1.8,0.6,0.1,1.8,1.6,12.4,14.3,0.583,0.274,0.144,0.073,0.092,0.417,0.6,0.363,0.381,0.418,0.504,0.012,9,0.8,0.263,0.372,2,0,13.3,0.556,0.417,0.296,1.5,12.6,7.1,12.5,1.2,0.3,13.6,23.6,0.9,0.7,1.6,0.038,0,-2.5,-3.2,-0.6
Brandon Knight,378,319,31.4,5.5,13.3,0.415,1.6,4.6,0.357,3.9,8.7,0.445,0.477,2.7,3.3,0.813,0.6,2.8,3.4,4.3,0.9,0.2,2.7,2.1,15.3,14.5,0.652,0.265,0.126,0.069,0.193,0.348,0.573,0.341,0.37,0.364,0.286,0.011,49,0.708,0.151,0.39,7,0,14.2,0.521,0.348,0.247,2.1,10.3,6.1,23.6,1.5,0.5,15.4,24.7,5.9,5.8,11.8,0.048,0,-2,-1.2,2.4
Kyle Korver,1011,417,26.5,3.4,7.8,0.442,2,4.6,0.43,1.5,3.2,0.461,0.569,1.1,1.3,0.879,0.3,2.8,3.1,1.8,0.7,0.3,1.1,2.1,10,20.7,0.41,0.061,0.023,0.076,0.251,0.59,0.599,0.348,0.419,0.45,0.843,0.002,19,0.965,0.288,0.472,2,0,12.8,0.598,0.59,0.164,1.4,12,6.8,10.7,1.4,1,11.7,16.1,37.2,26.9,64,0.115,0,-0.3,0.9,19.8
Kosta Koufos,555,197,16.2,2.5,4.7,0.536,0,0,0,2.5,4.7,0.537,0.536,0.6,1.1,0.599,1.7,3.1,4.8,0.4,0.4,0.8,0.7,2,5.7,4.5,0.998,0.502,0.396,0.06,0.04,0.002,0.654,0.443,0.323,0.308,0.711,0.082,193,0,0.25,0,2,0,15.5,0.549,0.002,0.23,12.4,21.8,17.1,3.8,1.3,4,11.9,16.1,11.2,12.1,23.3,0.125,0,0.9,-0.9,2.5
Mindaugas Kuzminskas,47,3,14.6,2.2,5.3,0.42,0.8,2.6,0.317,1.4,2.8,0.515,0.496,0.7,0.9,0.791,0.7,1.2,1.9,1,0.5,0.2,0.7,1.2,6,13.6,0.52,0.356,0.132,0.016,0.016,0.48,0.607,0.364,0.25,0,0.657,0.076,18,0.921,0.242,0.414,0,0,12.5,0.524,0.48,0.172,4.9,8.9,6.9,10,1.8,1.1,11.2,18.9,0.5,0.3,0.8,0.059,0,-1.9,-2.1,0
Skal Labissiere,7,0,6.1,0.9,1.6,0.545,0,0,0,0.9,1.6,0.545,0.545,1.1,1.6,0.727,1,0.7,1.7,0,0.3,0,0.3,0,2.9,6.2,1,0.364,0.455,0.182,0,0,1,0.2,0.5,0,0.167,0.182,2,0,0,0,0,0,22.2,0.631,0,1,19,13.6,16.3,0,2.4,0,11.2,18.8,0.1,0,0.2,0.195,0,-6.2,-6.9,-0.1
Jeremy Lamb,246,11,16.7,3,6.9,0.433,0.8,2.6,0.323,2.1,4.2,0.5,0.495,1,1.2,0.81,0.4,2.5,2.9,1.1,0.5,0.3,0.7,1.5,7.8,15,0.619,0.217,0.138,0.119,0.144,0.381,0.664,0.416,0.405,0.416,0.479,0.029,44,0.822,0.201,0.287,8,0,14.7,0.525,0.381,0.175,2.7,16.2,9.6,11,1.6,1.5,8.2,21.4,3.9,5.1,9.1,0.106,0,-0.8,-1.4,0.6
Nicolas Laprovittola,18,3,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.6,1.1,0.5,0.532,0.5,0.5,1,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,16.1,0.426,0.277,0.085,0.021,0.043,0.574,0.538,0.25,1,0.5,0.3,0,0,1,0.148,0.75,0,0,8.4,0.579,0.574,0.191,0.7,5.7,3.3,22.8,1.2,0.5,27.2,18.2,0,0.2,0.1,0.04,0,-2.6,-5,-0.1
Joffrey Lauvergne,129,16,15.3,2.6,5.3,0.479,0.3,1.1,0.291,2.2,4.2,0.527,0.509,0.9,1.2,0.745,1.2,3,4.1,0.9,0.3,0.2,0.9,1.7,6.3,9.4,0.795,0.406,0.223,0.048,0.118,0.205,0.634,0.418,0.364,0.432,0.701,0.106,65,0.976,0.326,0.283,2,0,13.9,0.538,0.205,0.217,8.2,21.8,15,9.1,0.9,1.3,12.9,19,1.8,1.7,3.5,0.086,0,-1,-2.9,-0.4
Zach LaVine,206,120,28.9,5.1,11.4,0.445,1.5,3.8,0.378,3.6,7.5,0.48,0.509,2.1,2.5,0.821,0.3,2.6,2.9,3.2,0.8,0.2,2.1,2.2,13.7,14.7,0.662,0.275,0.089,0.057,0.241,0.338,0.652,0.351,0.323,0.366,0.409,0.058,127,0.773,0.182,0.438,3,0,13.4,0.547,0.338,0.222,1.4,10.4,5.9,18.7,1.4,0.5,14.4,22.5,3.9,1.2,5.1,0.041,0,-2.5,-2,0
Ty Lawson,533,336,29.3,4.5,9.9,0.459,0.9,2.4,0.36,3.7,7.5,0.491,0.503,2.7,3.5,0.769,0.6,2.1,2.7,6,1.2,0.1,2.1,1.6,12.7,12.6,0.755,0.329,0.127,0.103,0.195,0.245,0.615,0.382,0.446,0.378,0.208,0.003,11,0.751,0.157,0.414,21,1,17.2,0.553,0.245,0.356,2.5,8,5.3,32.1,2,0.3,15.5,20.2,31.5,9.3,40.8,0.125,0,-1.5,0.7,10.6
Jake Layman,23,0,6.3,0.8,2.4,0.321,0.4,1.7,0.237,0.4,0.8,0.5,0.402,0.4,0.6,0.692,0.1,0.5,0.6,0.3,0.3,0.1,0.2,0.6,2.3,20.4,0.321,0.089,0.089,0.018,0.125,0.679,0.8,0.4,1,0.286,0.667,0.018,1,1,0.184,0.429,0,0,7.5,0.437,0.679,0.232,1.5,9.3,5.3,7,2,1.1,7.5,20.2,-0.2,0.1,-0.1,-0.024,0,-3.1,-6.2,-0.2
Courtney Lee,649,406,27.6,3.7,8.2,0.45,1.1,2.7,0.387,2.6,5.5,0.482,0.515,1.2,1.4,0.846,0.5,2.2,2.6,1.6,1,0.3,1,1.7,9.7,15,0.665,0.221,0.096,0.118,0.231,0.335,0.627,0.351,0.42,0.428,0.528,0.022,102,0.961,0.42,0.412,10,1,12.1,0.547,0.335,0.176,1.9,9,5.5,9.2,1.9,0.8,9.7,16.1,16.8,15.9,32.7,0.087,0,0,-0.2,8.2
David Lee,801,502,29.7,5.6,10.5,0.535,0,0,0.034,5.6,10.5,0.536,0.535,2.5,3.3,0.772,2.6,6.3,8.9,2.2,0.8,0.4,1.8,2.7,13.8,6.4,0.997,0.496,0.229,0.1,0.171,0.003,0.664,0.398,0.428,0.414,0.655,0.092,737,1,0.103,0,3,0,19.2,0.576,0.003,0.313,9.9,24.1,17,12.6,1.3,1,12.9,20.7,48.6,25.4,74,0.15,0,0.9,1.6,21.6
Alex Len,240,103,19.6,2.6,5.6,0.462,0,0.1,0.214,2.6,5.5,0.464,0.463,1.5,2.1,0.717,1.9,4.2,6.1,0.7,0.4,1,1.3,2.8,6.6,6.5,0.99,0.492,0.208,0.136,0.153,0.01,0.619,0.31,0.297,0.328,0.666,0.177,212,1,0.429,0.333,2,0,12.9,0.512,0.01,0.371,10.4,24.1,17.1,5.2,1,4.2,16.4,17,1.4,5.4,6.8,0.07,0,1.2,-2.6,-0.8
Kawhi Leonard,371,344,30.3,5.8,11.6,0.497,1.3,3.2,0.393,4.5,8.4,0.536,0.551,2.9,3.4,0.849,1.3,4.9,6.2,2.2,1.8,0.7,1.3,1.7,15.7,13.2,0.724,0.249,0.15,0.157,0.168,0.276,0.695,0.458,0.473,0.43,0.465,0.074,292,0.893,0.354,0.44,0,0,21.6,0.599,0.276,0.296,5,18,11.7,11.4,3,1.8,9.1,21.6,28.4,22.3,50.7,0.216,0,2.7,6.1,23
Meyers Leonard,270,31,16.5,2.2,4.8,0.465,0.7,1.8,0.375,1.5,3,0.521,0.536,0.7,0.8,0.832,0.8,3.2,4,0.8,0.2,0.3,0.8,2.4,5.8,15.2,0.619,0.221,0.129,0.097,0.173,0.381,0.667,0.482,0.416,0.417,0.825,0.095,107,0.978,0.159,0.474,6,0,11.6,0.564,0.381,0.166,5.5,21.1,13.3,7.2,0.5,1.6,12.8,15.8,4.8,3.7,8.4,0.091,0,-0.7,-2.1,-0.1
Jon Leuer,300,61,15.7,2.7,5.5,0.487,0.4,1.1,0.358,2.3,4.4,0.518,0.522,0.8,1.1,0.755,1,2.9,3.9,0.9,0.4,0.3,0.7,1.5,6.5,11.9,0.806,0.286,0.158,0.165,0.197,0.194,0.733,0.388,0.459,0.358,0.695,0.074,111,0.991,0.186,0.254,1,0,15.3,0.548,0.194,0.194,6.7,21.1,13.8,8.6,1.2,1.5,10.2,18.7,6,5.5,11.5,0.117,0,0.1,-0.8,1.4
Caris LeVert,29,1,20.3,2.5,5.9,0.427,1,3.2,0.315,1.5,2.7,0.557,0.512,1.2,1.6,0.739,0.3,2.5,2.9,1.8,1,0.2,1,1.3,7.2,16.3,0.462,0.24,0.099,0.082,0.041,0.538,0.683,0.294,0.571,0.429,0.318,0.053,9,0.586,0.207,0.316,1,0,12,0.546,0.538,0.269,1.8,12.8,7.4,13.7,2.3,0.6,13.6,16,0.3,0.4,0.7,0.058,0,-0.2,-1.3,0.1
DeAndre Liggins,99,19,10.4,0.8,1.9,0.416,0.2,0.7,0.354,0.5,1.2,0.45,0.478,0.4,0.7,0.561,0.3,1.1,1.4,0.6,0.6,0.2,0.6,1.1,2.2,11.8,0.649,0.416,0.13,0.038,0.065,0.351,0.571,0.25,0,0.333,0.648,0.027,3,1,0.492,0.438,1,0,8,0.5,0.351,0.357,3.7,11.2,7.6,8.1,3,1.2,20.4,11.7,-0.3,1.4,1.1,0.052,0,1.8,-1.2,0.2
Damian Lillard,369,369,36.4,7.4,17.2,0.429,2.6,7,0.367,4.8,10.2,0.471,0.504,4.6,5.3,0.876,0.5,3.4,3.9,6.2,0.9,0.3,2.8,2.2,22,15.3,0.592,0.273,0.096,0.065,0.159,0.408,0.566,0.316,0.408,0.428,0.24,0.017,88,0.531,0.073,0.384,10,0,19.8,0.562,0.408,0.307,1.6,10.2,6,28.9,1.3,0.6,12.5,27.2,32.9,7.9,40.9,0.146,0,-1.7,2.9,16.6
Jeremy Lin,381,192,26.7,4,9.3,0.433,0.9,2.7,0.345,3.1,6.6,0.469,0.483,2.8,3.5,0.8,0.4,2.4,2.8,4.4,1.2,0.4,2.4,2.2,11.8,12.6,0.712,0.307,0.173,0.078,0.153,0.288,0.599,0.366,0.359,0.38,0.287,0.003,11,0.749,0.144,0.39,1,0,15.3,0.544,0.288,0.383,1.8,9.8,5.8,26.8,2.2,1.2,18,21.9,10.6,9.3,19.9,0.094,0,-0.4,-0.1,4.8
Shaun Livingston,670,182,21.8,2.7,5.6,0.483,0,0.1,0.188,2.7,5.5,0.488,0.484,1.2,1.5,0.791,0.6,1.9,2.5,3.2,0.8,0.4,1.4,1.9,6.6,9.7,0.983,0.269,0.201,0.356,0.157,0.017,0.626,0.433,0.46,0.386,0.432,0.071,242,0.667,0.375,0.292,9,0,12.7,0.529,0.017,0.273,3.3,9.9,6.6,22.9,1.8,1.4,17.9,15.9,11.4,13.7,25.1,0.083,0,0.2,-1.5,1.9
Kevon Looney,44,3,8.3,1.2,2,0.593,0,0.2,0.25,1.1,1.8,0.628,0.605,0.4,0.6,0.643,0.9,1.6,2.5,0.5,0.2,0.3,0.3,1.4,2.8,5.5,0.907,0.686,0.116,0.047,0.058,0.093,0.78,0.2,0.25,0,0.816,0.291,24,1,0,0,0,0,15.1,0.62,0.093,0.326,12.3,20.1,16.5,8.2,1.2,3.2,12.5,13.2,0.8,0.6,1.4,0.189,0,1.3,1.1,0.3
Brook Lopez,535,500,32.3,7.2,14.2,0.507,0.2,0.5,0.309,7,13.6,0.514,0.512,4,5,0.796,2.7,4.5,7.2,1.5,0.6,1.7,2,2.8,18.5,7.9,0.964,0.351,0.323,0.14,0.15,0.036,0.649,0.465,0.42,0.393,0.605,0.082,580,0.976,0.167,0.283,0,0,21,0.565,0.036,0.353,9.4,16.3,12.8,8.9,0.9,4.2,11.1,25.9,32.9,14.9,47.8,0.133,0,0.1,0.9,12.6
Robin Lopez,600,452,22.6,3.5,6.6,0.529,0,0,0,3.5,6.6,0.529,0.529,1.6,2.1,0.759,2.5,3,5.5,0.7,0.3,1.3,1,2.1,8.6,5.5,0.999,0.481,0.318,0.117,0.082,0.001,0.65,0.429,0.368,0.441,0.614,0.101,368,0,0.4,0,1,0,16.7,0.569,0.001,0.311,12.5,14.6,13.6,4.7,0.6,4.2,11.9,17,25,12.2,37.2,0.131,0,0.8,0.6,8.9
Kevin Love,560,478,32.7,6.1,13.8,0.443,1.5,4.2,0.365,4.6,9.6,0.477,0.499,4.7,5.8,0.819,3.1,8.4,11.5,2.4,0.7,0.5,2,2.1,18.5,12.7,0.696,0.3,0.183,0.088,0.125,0.304,0.592,0.399,0.353,0.402,0.562,0.03,212,0.943,0.205,0.392,22,0,22,0.566,0.304,0.417,10.6,29.1,19.7,12.3,1.1,1.1,10.8,24.6,48,21.7,69.6,0.183,0,0.1,3.1,23.5
Kyle Lowry,706,470,30.9,4.6,10.8,0.424,1.6,4.3,0.364,3,6.4,0.464,0.497,3.5,4.4,0.799,0.8,3.2,4.1,5.8,1.4,0.3,2.2,2.7,14.2,15.1,0.597,0.252,0.139,0.069,0.138,0.403,0.587,0.388,0.359,0.369,0.24,0,2,0.637,0.137,0.371,33,2,18.5,0.559,0.403,0.404,3.1,12.1,7.6,30.1,2.3,0.7,14.8,21.8,48.1,20.8,68.9,0.152,0,-0.1,3.6,30.9
John Lucas III,242,8,12.1,1.9,4.9,0.383,0.7,2,0.344,1.2,2.9,0.409,0.452,0.3,0.4,0.768,0.2,0.7,1,1.5,0.4,0,0.5,0.8,4.7,17.3,0.6,0.1,0.141,0.123,0.235,0.4,0.563,0.389,0.39,0.366,0.206,0,0,0.755,0.249,0.407,1,0,11.8,0.467,0.4,0.084,2.2,7.1,4.6,20.9,1.6,0.1,9.4,21.3,1.3,2.1,3.4,0.055,0,-2.8,-3.4,-1
Timothe Luwawu-Cabarrot,39,1,11.7,1.2,3,0.405,0.3,1,0.308,0.9,2,0.455,0.457,1,1.3,0.784,0.2,1.2,1.5,0.7,0.2,0.2,0.8,1.5,3.7,10.3,0.664,0.466,0.172,0.009,0.026,0.336,0.593,0.2,0,0,0.629,0.026,1,0.917,0.41,0.188,0,0,6.7,0.527,0.336,0.44,2.2,11.6,6.9,9.3,1,1.1,18.3,16.3,-0.2,0.3,0.1,0.013,0,-0.9,-5.5,-0.4
Trey Lyles,133,37,17.9,2.5,6.1,0.416,0.8,2.3,0.354,1.7,3.8,0.454,0.483,0.8,1.1,0.7,0.7,3,3.7,0.9,0.4,0.3,0.9,1.4,6.7,14.3,0.622,0.21,0.174,0.107,0.133,0.378,0.585,0.387,0.379,0.389,0.517,0.032,24,0.954,0.393,0.421,2,0,11.7,0.506,0.378,0.184,4.9,19.1,12.2,8.4,1.1,1.2,12.2,19.6,0.3,3.2,3.5,0.071,0,-0.1,-2.2,-0.1
Shelvin Mack,319,50,17.3,2.5,5.8,0.425,0.6,2,0.323,1.8,3.9,0.476,0.479,0.7,0.9,0.748,0.2,1.6,1.9,2.9,0.6,0,1.2,1.2,6.3,13.9,0.665,0.234,0.18,0.101,0.151,0.335,0.607,0.406,0.46,0.364,0.313,0.001,1,0.687,0.239,0.349,0,0,12.4,0.503,0.335,0.158,1.5,10.7,6.2,27.1,1.8,0.1,16.6,19.7,1.7,5.2,6.9,0.059,0,-1.3,-2.6,-0.8
Ian Mahinmi,440,92,16.8,1.9,3.6,0.535,0,0,0,1.9,3.6,0.537,0.535,1.3,2.1,0.597,1.4,2.9,4.3,0.5,0.5,0.7,0.9,2.6,5.1,5.4,0.996,0.568,0.23,0.059,0.138,0.004,0.663,0.414,0.33,0.312,0.699,0.15,214,0,0,0,6,0,13,0.564,0.004,0.587,9.7,18.9,14.4,4.4,1.6,3.3,16.8,14.8,6.5,13.5,20,0.13,0,2.3,-0.4,3
Thon Maker,26,3,5.7,1,1.8,0.542,0.4,0.7,0.611,0.6,1.2,0.5,0.656,0.5,0.8,0.619,0.4,0.8,1.2,0,0.2,0.4,0.2,1,2.9,13.3,0.625,0.313,0.125,0.063,0.125,0.375,0.667,0.167,0,0.667,0.733,0.146,7,1,0.278,0.6,0,0,19.2,0.664,0.375,0.438,8.6,15.7,12.2,1,1.3,5.9,8,18.7,0.4,0.2,0.6,0.182,0,-1.9,-1.3,0
Boban Marjanovic,76,4,8.7,1.8,3.2,0.568,0,0,0,1.8,3.2,0.568,0.568,1.4,1.9,0.766,1.3,2.1,3.5,0.3,0.2,0.4,0.5,0.9,5,4.8,1,0.444,0.394,0.133,0.029,0,0.72,0.474,0.344,0.571,0.642,0.166,36,0,0,0,0,0,27.3,0.63,0,0.585,17.9,27.5,22.8,6.1,1.1,3.7,10.4,23.4,2.7,1.4,4.1,0.3,0,0.4,2.3,0.7
Jarell Martin,67,3,13.7,1.6,3.9,0.415,0.1,0.4,0.321,1.5,3.5,0.427,0.433,1.2,1.6,0.755,1.1,2.5,3.6,0.3,0.3,0.2,0.7,2.2,4.6,9,0.892,0.488,0.131,0.081,0.192,0.108,0.488,0.294,0.571,0.3,0.606,0.077,14,1,0.536,0.467,2,0,10.4,0.499,0.108,0.423,9.1,21.1,14.9,3.8,1.3,1.5,13,17.4,0.3,1.1,1.4,0.072,0,-1,-5.3,-0.8
Wesley Matthews,568,508,32.7,4.8,11.2,0.432,2.1,5.5,0.387,2.7,5.7,0.475,0.527,2.3,2.8,0.828,0.6,2.6,3.1,2.1,1.1,0.2,1.3,2.2,14.1,16.2,0.506,0.21,0.107,0.078,0.111,0.494,0.591,0.414,0.391,0.374,0.505,0.015,85,0.903,0.318,0.423,11,0,14,0.568,0.494,0.25,1.9,9.1,5.5,10.1,1.8,0.5,9.6,19.1,27.9,13.9,41.8,0.108,0,-0.6,1.3,15.7
Luc Mbah a Moute,592,409,23.2,2.4,5.4,0.448,0.2,0.7,0.318,2.2,4.7,0.467,0.468,1.2,1.8,0.661,1.6,2.8,4.3,0.9,0.9,0.4,1,1.9,6.3,9.5,0.874,0.474,0.093,0.068,0.239,0.126,0.583,0.296,0.301,0.35,0.696,0.044,120,0.977,0.489,0.35,2,0,10.7,0.505,0.126,0.341,7.4,13.8,10.5,5.8,1.9,1.3,13.3,13.8,5.2,16.7,21.9,0.077,0,1.4,-1,3.6
James Michael McAdoo,81,1,7.6,1.2,2.2,0.542,0,0.1,0.2,1.2,2.1,0.552,0.545,0.6,1,0.553,0.7,1,1.7,0.4,0.2,0.3,0.4,1,3,4.2,0.972,0.626,0.223,0.061,0.061,0.028,0.688,0.175,0.727,0.364,0.802,0.235,39,1,0.2,0,0,0,14.3,0.559,0.028,0.475,10.8,12.9,11.9,6.5,1.5,3.2,13.6,17.6,0.8,0.9,1.7,0.131,0,0.4,-1.7,0
Patrick McCaw,42,2,12.1,1.1,2.9,0.4,0.6,1.7,0.375,0.5,1.1,0.438,0.513,0.2,0.3,0.5,0.2,0.8,1,0.9,0.4,0.2,0.5,0.9,3.1,18.2,0.4,0.15,0.092,0.075,0.083,0.6,0.556,0.455,0.333,0.3,0.762,0.017,2,0.926,0.347,0.4,0,0,7.3,0.515,0.6,0.117,2.1,6.8,4.7,9.5,1.4,1.4,14.3,12.5,0,0.6,0.6,0.054,0,-0.3,-2.3,0
Sheldon McClellan,23,3,10.6,1,2.7,0.365,0.3,1.1,0.231,0.7,1.6,0.459,0.413,0.8,0.9,0.857,0.2,1.1,1.3,0.7,0.3,0.1,0.1,0.7,3,16.2,0.587,0.19,0.095,0.143,0.159,0.413,0.417,0.5,0.667,0.3,0.471,0,0,0.833,0.385,0.1,0,0,9.8,0.484,0.413,0.333,1.9,11.8,6.9,8.1,1.6,0.7,4,13.6,0.2,0.2,0.4,0.079,0,-1,-3.3,-0.1
CJ McCollum,233,136,26,5.8,12.6,0.458,1.8,4.3,0.412,4,8.2,0.482,0.528,1.9,2.3,0.827,0.5,2.1,2.5,2.7,0.9,0.3,1.7,2,15.2,15.3,0.656,0.171,0.141,0.138,0.206,0.344,0.541,0.455,0.495,0.442,0.249,0.009,23,0.759,0.213,0.433,6,0,17.3,0.559,0.344,0.182,2,8.7,5.3,17.9,1.8,0.9,11.2,25.8,9.3,4,13.2,0.105,0,-1.7,0.4,3.7
TJ McConnell,132,38,21.6,2.6,5.7,0.465,0.3,0.9,0.319,2.3,4.8,0.493,0.491,0.4,0.6,0.702,0.5,2.5,3,5.1,1.3,0.1,1.8,1.6,6,11.3,0.841,0.247,0.246,0.225,0.123,0.159,0.605,0.457,0.452,0.413,0.21,0,0,0.658,0.176,0.429,7,0,13.7,0.505,0.159,0.112,2.4,13.2,7.7,37.3,2.9,0.4,23,15.7,1.1,2.7,3.8,0.064,0,-0.3,-2.4,-0.3
