,Season,Player,Player_ID,Pos,url,Player_ID1,Games_,Minutes_Played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
452,Inactive,Monta Ellis,ellismo01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ellismo01.html,ellismo01,808.0,28344.0,16.1,0.523,0.184,0.275,1.9,9.1,5.5,21.8,2.4,0.7,13.6,25.0,20.2,21.3,41.6,0.07,0.0,-0.7,-0.3,12.2,808.0,28344.0,0.451,12.5,0.816,0.3,0.131,0.101,0.284,0.184,0.482,0.642,0.379,0.398,0.391,0.313,0.35,0.025,280.0,0.727,0.268,0.372,32.0,1.0
453,Active,Montrezl Harrell,harremo01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harremo01.html,harremo01,86.0,1271.0,18.0,0.653,0.01,0.38,8.4,12.9,10.6,9.4,1.1,2.9,11.3,16.9,3.3,1.1,4.4,0.168,0.0,0.0,0.3,0.8,86.0,1271.0,0.647,3.7,0.99,0.678,0.212,0.031,0.068,0.01,0.651,0.741,0.506,0.083,0.462,0.25,0.756,0.312,106.0,0.0,0.25,1.0,0.0,0.0
454,Active,Myles Turner,turnemy01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turnemy01.html,turnemy01,116.0,3099.0,17.6,0.568,0.093,0.313,5.7,20.4,13.1,5.5,1.2,5.6,10.1,21.0,3.9,4.7,8.6,0.133,0.0,1.7,-0.1,1.5,116.0,3099.0,0.509,11.6,0.907,0.286,0.144,0.151,0.325,0.093,0.526,0.707,0.461,0.429,0.439,0.343,0.804,0.075,85.0,0.973,0.093,0.2,1.0,0.0
455,Active,Nemanja Bjelica,bjeline01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bjeline01.html,bjeline01,115.0,2022.0,10.8,0.559,0.53,0.204,4.9,17.5,11.2,10.5,1.5,1.4,14.7,14.5,1.6,1.4,3.0,0.071,0.0,-0.3,-0.6,0.7,115.0,2022.0,0.443,15.3,0.47,0.258,0.157,0.021,0.035,0.53,0.554,0.669,0.432,0.364,0.333,0.344,0.582,0.021,11.0,0.926,0.154,0.429,0.0,0.0
456,Active,Nene Hilario,hilarne01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilarne01.html,hilarne01,853.0,23575.0,17.1,0.584,0.006,0.513,7.6,18.7,13.2,11.4,2.1,2.2,15.7,19.5,33.8,34.1,67.8,0.138,0.0,2.0,2.0,23.8,853.0,23575.0,0.546,5.8,0.994,0.554,0.173,0.12,0.147,0.006,0.548,0.688,0.369,0.372,0.379,0.152,0.694,0.172,1131.0,1.0,0.196,0.0,6.0,0.0
457,Inactive,Nene Hilario,hilarne01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilarne01.html,hilarne01,853.0,23575.0,17.1,0.584,0.006,0.513,7.6,18.7,13.2,11.4,2.1,2.2,15.7,19.5,33.8,34.1,67.8,0.138,0.0,2.0,2.0,23.8,853.0,23575.0,0.546,5.8,0.994,0.554,0.173,0.12,0.147,0.006,0.548,0.688,0.369,0.372,0.379,0.152,0.694,0.172,1131.0,1.0,0.196,0.0,6.0,0.0
458,Active,Nerlens Noel,noelne01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/noelne01.html,noelne01,171.0,4840.0,16.2,0.532,0.002,0.367,8.3,21.3,14.6,10.0,3.0,4.4,16.8,17.8,1.2,8.1,9.2,0.091,0.0,3.9,1.1,3.8,171.0,4840.0,0.505,5.2,0.998,0.518,0.267,0.111,0.102,0.002,0.506,0.694,0.31,0.299,0.283,0.333,0.679,0.244,321.0,1.0,0.0,0.0,0.0,0.0
459,Active,Nick Collison,collini01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collini01.html,collini01,889.0,18481.0,13.2,0.569,0.024,0.304,11.1,17.9,14.5,7.5,1.2,1.9,15.7,13.4,26.2,18.0,44.2,0.115,0.0,0.9,0.4,11.4,889.0,18481.0,0.533,6.2,0.976,0.551,0.178,0.079,0.168,0.024,0.541,0.666,0.389,0.38,0.367,0.21,0.664,0.105,392.0,1.0,0.53,0.245,4.0,0.0
460,Inactive,Nick Collison,collini01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collini01.html,collini01,889.0,18481.0,13.2,0.569,0.024,0.304,11.1,17.9,14.5,7.5,1.2,1.9,15.7,13.4,26.2,18.0,44.2,0.115,0.0,0.9,0.4,11.4,889.0,18481.0,0.533,6.2,0.976,0.551,0.178,0.079,0.168,0.024,0.541,0.666,0.389,0.38,0.367,0.21,0.664,0.105,392.0,1.0,0.53,0.245,4.0,0.0
461,Active,Nick Young,youngni01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngni01.html,youngni01,627.0,14784.0,13.3,0.535,0.373,0.247,1.8,8.1,4.9,7.4,1.2,0.7,8.6,23.2,13.5,3.5,17.0,0.055,0.0,-3.4,-3.3,-4.9,627.0,14784.0,0.42,17.1,0.627,0.131,0.075,0.141,0.279,0.373,0.445,0.608,0.343,0.411,0.414,0.376,0.422,0.022,126.0,0.854,0.293,0.415,5.0,0.0
462,Active,Nicolas Batum,batumni01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/batumni01.html,batumni01,605.0,19150.0,15.3,0.561,0.467,0.228,4.0,15.2,9.6,17.7,1.5,1.7,14.9,18.0,26.1,19.9,46.0,0.115,0.0,1.1,2.8,23.1,605.0,19150.0,0.438,16.5,0.533,0.22,0.061,0.079,0.173,0.467,0.507,0.685,0.363,0.397,0.381,0.36,0.585,0.054,287.0,0.896,0.271,0.384,10.0,0.0
463,Inactive,Nicolas Batum,batumni01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/batumni01.html,batumni01,605.0,19150.0,15.3,0.561,0.467,0.228,4.0,15.2,9.6,17.7,1.5,1.7,14.9,18.0,26.1,19.9,46.0,0.115,0.0,1.1,2.8,23.1,605.0,19150.0,0.438,16.5,0.533,0.22,0.061,0.079,0.173,0.467,0.507,0.685,0.363,0.397,0.381,0.36,0.585,0.054,287.0,0.896,0.271,0.384,10.0,0.0
464,Active,Nicolas Brussino,brussni01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brussni01.html,brussni01,36.0,246.0,11.7,0.516,0.672,0.155,4.5,16.5,10.2,15.4,2.1,1.8,15.1,14.1,0.1,0.3,0.4,0.081,0.0,1.3,-0.3,0.1,36.0,246.0,0.397,21.3,0.328,0.069,0.034,0.034,0.19,0.672,0.579,0.75,1.0,0.5,0.455,0.308,0.636,0.017,0.0,1.0,0.154,0.833,0.0,0.0
465,Active,Nicolas Laprovittola,laproni01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/laproni01.html,laproni01,18.0,174.0,8.4,0.579,0.574,0.191,0.7,5.7,3.3,22.8,1.2,0.5,27.2,18.2,0.0,0.2,0.2,0.043,0.0,-2.5,-4.9,-0.1,18.0,174.0,0.426,16.1,0.426,0.277,0.085,0.021,0.043,0.574,0.5,0.538,0.25,1.0,0.5,0.37,0.3,0.0,0.0,1.0,0.148,0.75,0.0,0.0
466,Active,Nik Stauskas,stausni01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stausni01.html,stausni01,201.0,4419.0,8.7,0.522,0.563,0.225,1.2,9.4,5.3,11.4,1.0,1.1,13.6,15.7,0.6,1.7,2.3,0.025,0.0,-1.4,-3.1,-1.3,200.0,4395.0,0.387,17.0,0.436,0.239,0.065,0.04,0.092,0.564,0.445,0.547,0.247,0.38,0.351,0.341,0.523,0.029,33.0,0.891,0.263,0.359,1.0,0.0
467,Active,Nikola Jokic,jokicni01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jokicni01.html,jokicni01,131.0,3093.0,23.5,0.609,0.147,0.294,12.0,24.5,18.2,21.9,1.9,2.4,13.8,21.2,9.7,3.3,13.0,0.202,0.0,2.0,6.2,6.4,130.0,3078.0,0.542,8.4,0.853,0.392,0.289,0.089,0.083,0.147,0.576,0.64,0.536,0.524,0.464,0.345,0.59,0.021,23.0,0.949,0.117,0.25,1.0,0.0
468,Active,Nikola Mirotic,mirotni01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mirotni01.html,mirotni01,196.0,4378.0,15.7,0.547,0.55,0.337,3.9,20.7,12.4,8.7,1.7,2.3,11.6,21.3,4.9,6.4,11.2,0.123,0.0,0.0,0.5,2.8,196.0,4378.0,0.4,16.8,0.45,0.228,0.073,0.056,0.088,0.55,0.473,0.623,0.271,0.286,0.378,0.34,0.624,0.026,38.0,0.941,0.241,0.381,4.0,0.0
469,Active,Nikola Vucevic,vucevni01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vucevni01.html,vucevni01,380.0,11350.0,19.2,0.528,0.016,0.162,10.6,26.5,18.4,11.9,1.4,2.4,11.1,23.3,12.4,14.4,26.8,0.114,0.0,1.2,0.6,7.5,380.0,11350.0,0.505,9.2,0.984,0.314,0.257,0.153,0.259,0.016,0.509,0.638,0.458,0.45,0.438,0.282,0.638,0.047,196.0,0.955,0.103,0.25,1.0,0.0
470,Active,Noah Vonleh,vonleno01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vonleno01.html,vonleno01,152.0,2083.0,9.1,0.469,0.156,0.241,9.6,21.7,15.6,3.1,1.1,2.0,15.3,14.0,-0.3,2.1,1.8,0.041,0.0,-0.5,-5.1,-1.6,152.0,2083.0,0.416,9.0,0.844,0.42,0.217,0.053,0.154,0.156,0.439,0.545,0.318,0.37,0.346,0.291,0.532,0.11,51.0,0.913,0.241,0.211,0.0,0.0
471,Active,Norman Powell,powelno01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/powelno01.html,powelno01,102.0,1644.0,13.4,0.547,0.355,0.258,2.3,12.6,7.5,9.6,2.1,1.1,11.0,18.6,1.6,1.7,3.3,0.095,0.0,-0.6,-1.0,0.4,102.0,1644.0,0.441,12.5,0.645,0.363,0.117,0.051,0.117,0.355,0.48,0.591,0.266,0.321,0.406,0.371,0.325,0.062,32.0,0.972,0.469,0.44,0.0,0.0
472,Active,Okaro White,whiteok01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteok01.html,whiteok01,14.0,226.0,8.7,0.641,0.487,0.41,4.4,12.7,8.5,3.7,0.7,1.4,16.4,10.8,0.3,0.2,0.5,0.098,0.0,-0.2,-2.1,0.0,14.0,226.0,0.462,15.4,0.513,0.256,0.103,0.051,0.103,0.487,0.5,0.6,0.25,1.0,0.25,0.421,0.7,0.077,3.0,1.0,0.579,0.455,0.0,0.0
473,Active,Omer Asik,asikom01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/asikom01.html,asikom01,453.0,9034.0,13.6,0.55,0.001,0.592,13.0,28.2,20.7,4.5,0.9,2.8,19.3,13.7,7.4,13.4,20.9,0.111,0.0,1.4,-1.4,1.3,453.0,9034.0,0.529,2.2,0.999,0.83,0.147,0.013,0.009,0.001,0.529,0.581,0.264,0.391,0.25,0.0,0.681,0.231,379.0,0.0,1.0,0.0,0.0,0.0
474,Active,Omri Casspi,casspom01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/casspom01.html,casspom01,486.0,10477.0,12.8,0.539,0.375,0.272,4.5,17.2,10.9,8.6,1.5,0.8,12.2,18.0,8.3,7.7,16.0,0.073,0.0,-0.8,-1.5,1.4,486.0,10477.0,0.442,13.0,0.625,0.28,0.223,0.046,0.077,0.375,0.486,0.65,0.364,0.295,0.363,0.369,0.652,0.048,151.0,0.914,0.243,0.42,6.0,0.0
475,Inactive,Omri Casspi,casspom01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/casspom01.html,casspom01,486.0,10477.0,12.8,0.539,0.375,0.272,4.5,17.2,10.9,8.6,1.5,0.8,12.2,18.0,8.3,7.7,16.0,0.073,0.0,-0.8,-1.5,1.4,486.0,10477.0,0.442,13.0,0.625,0.28,0.223,0.046,0.077,0.375,0.486,0.65,0.364,0.295,0.363,0.369,0.652,0.048,151.0,0.914,0.243,0.42,6.0,0.0
476,Active,Otto Porter,porteot01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/porteot01.html,porteot01,241.0,5889.0,14.5,0.575,0.364,0.172,5.0,14.8,9.9,7.1,2.0,1.3,8.4,15.7,8.5,7.2,15.7,0.128,0.0,0.9,1.6,5.4,241.0,5889.0,0.482,15.4,0.636,0.224,0.096,0.087,0.23,0.364,0.532,0.704,0.4,0.474,0.44,0.395,0.705,0.033,56.0,0.961,0.389,0.39,4.0,0.0
477,Active,P.J. Tucker,tuckepj01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tuckepj01.html,tuckepj01,394.0,11033.0,11.9,0.527,0.327,0.254,6.7,16.1,11.3,8.3,2.1,0.7,13.0,13.2,9.9,10.0,20.0,0.087,0.0,1.3,1.0,8.3,394.0,11033.0,0.434,11.9,0.673,0.355,0.164,0.051,0.103,0.327,0.476,0.579,0.354,0.381,0.358,0.347,0.458,0.019,45.0,0.939,0.723,0.366,4.0,0.0
478,Inactive,P.J. Tucker,tuckepj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tuckepj01.html,tuckepj01,394.0,11033.0,11.9,0.527,0.327,0.254,6.7,16.1,11.3,8.3,2.1,0.7,13.0,13.2,9.9,10.0,20.0,0.087,0.0,1.3,1.0,8.3,394.0,11033.0,0.434,11.9,0.673,0.355,0.164,0.051,0.103,0.327,0.476,0.579,0.354,0.381,0.358,0.347,0.458,0.019,45.0,0.939,0.723,0.366,4.0,0.0
479,Active,Pascal Siakam,siakapa01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/siakapa01.html,siakapa01,48.0,806.0,11.0,0.522,0.021,0.171,8.2,15.1,11.6,2.7,1.4,4.5,13.4,12.8,0.4,0.9,1.3,0.077,0.0,1.5,-1.4,0.1,48.0,806.0,0.503,6.8,0.979,0.471,0.246,0.118,0.144,0.021,0.514,0.614,0.457,0.318,0.444,0.0,0.681,0.102,17.0,0.0,0.5,0.0,0.0,0.0
480,Active,Pat Connaughton,connapa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/connapa01.html,connapa01,61.0,338.0,8.6,0.467,0.42,0.159,6.4,14.0,10.2,10.4,0.9,0.5,14.5,14.3,0.0,0.1,0.2,0.023,0.0,-1.8,-4.8,-0.2,61.0,338.0,0.364,13.5,0.58,0.352,0.102,0.045,0.08,0.42,0.392,0.548,0.222,0.0,0.143,0.324,0.65,0.0,0.0,0.917,0.216,0.25,0.0,0.0
481,Active,Patrick Beverley,beverpa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beverpa01.html,beverpa01,269.0,7605.0,12.8,0.54,0.543,0.154,4.7,10.6,7.7,17.6,2.2,1.1,13.2,15.1,10.9,7.2,18.1,0.114,0.0,0.6,1.9,7.4,269.0,7605.0,0.416,16.1,0.457,0.19,0.172,0.049,0.046,0.543,0.464,0.572,0.414,0.374,0.303,0.375,0.288,0.004,7.0,0.909,0.392,0.378,2.0,0.0
482,Inactive,Patrick Beverley,beverpa01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beverpa01.html,beverpa01,269.0,7605.0,12.8,0.54,0.543,0.154,4.7,10.6,7.7,17.6,2.2,1.1,13.2,15.1,10.9,7.2,18.1,0.114,0.0,0.6,1.9,7.4,269.0,7605.0,0.416,16.1,0.457,0.19,0.172,0.049,0.046,0.543,0.464,0.572,0.414,0.374,0.303,0.375,0.288,0.004,7.0,0.909,0.392,0.378,2.0,0.0
483,Active,Patrick McCaw,mccawpa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccawpa01.html,mccawpa01,47.0,582.0,7.7,0.524,0.571,0.129,2.0,6.7,4.5,9.4,1.3,1.4,12.9,12.6,0.1,0.6,0.7,0.058,0.0,-0.6,-2.5,-0.1,47.0,582.0,0.414,17.5,0.429,0.179,0.093,0.079,0.079,0.571,0.5,0.68,0.462,0.273,0.364,0.35,0.7,0.021,3.0,0.929,0.363,0.345,0.0,0.0
484,Active,Patrick Patterson,pattepa01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pattepa01.html,pattepa01,452.0,10925.0,13.3,0.536,0.326,0.122,7.1,15.5,11.3,7.9,1.3,1.7,9.5,15.2,14.1,9.5,23.6,0.104,0.0,0.3,0.7,7.5,452.0,10925.0,0.46,14.3,0.674,0.183,0.186,0.141,0.164,0.326,0.506,0.63,0.48,0.45,0.444,0.366,0.669,0.043,119.0,0.989,0.427,0.396,3.0,1.0
485,Active,Patty Mills,millspa02,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa02.html,millspa02,416.0,6898.0,15.6,0.557,0.496,0.117,2.3,8.0,5.2,19.5,2.0,0.2,11.5,21.7,9.8,8.6,18.4,0.128,0.0,-1.3,0.9,5.1,416.0,6898.0,0.438,18.1,0.504,0.154,0.053,0.059,0.239,0.496,0.479,0.625,0.384,0.438,0.414,0.397,0.441,0.0,0.0,0.827,0.297,0.437,6.0,0.0
486,Inactive,Patrick Mills,millspa02,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa02.html,millspa02,416.0,6898.0,15.6,0.557,0.496,0.117,2.3,8.0,5.2,19.5,2.0,0.2,11.5,21.7,9.8,8.6,18.4,0.128,0.0,-1.3,0.9,5.1,416.0,6898.0,0.438,18.1,0.504,0.154,0.053,0.059,0.239,0.496,0.479,0.625,0.384,0.438,0.414,0.397,0.441,0.0,0.0,0.827,0.297,0.437,6.0,0.0
487,Active,Pau Gasol,gasolpa01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gasolpa01.html,gasolpa01,1094.0,38231.0,21.5,0.565,0.02,0.405,8.6,21.6,15.2,16.6,0.8,3.5,12.5,23.5,85.1,49.2,134.2,0.169,0.0,2.0,3.5,53.2,1094.0,38231.0,0.51,7.6,0.98,0.357,0.308,0.153,0.162,0.02,0.514,0.658,0.438,0.416,0.435,0.322,0.594,0.097,1337.0,0.968,0.408,0.387,4.0,0.0
488,Inactive,Pau Gasol,gasolpa01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gasolpa01.html,gasolpa01,1094.0,38231.0,21.5,0.565,0.02,0.405,8.6,21.6,15.2,16.6,0.8,3.5,12.5,23.5,85.1,49.2,134.2,0.169,0.0,2.0,3.5,53.2,1094.0,38231.0,0.51,7.6,0.98,0.357,0.308,0.153,0.162,0.02,0.514,0.658,0.438,0.416,0.435,0.322,0.594,0.097,1337.0,0.968,0.408,0.387,4.0,0.0
489,Active,Paul George,georgpa01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/georgpa01.html,georgpa01,423.0,13789.0,18.2,0.552,0.375,0.303,3.1,17.9,10.6,16.9,2.6,1.0,13.6,25.4,16.5,24.6,41.1,0.143,0.0,1.5,3.7,19.6,423.0,13789.0,0.428,15.7,0.625,0.21,0.089,0.123,0.203,0.375,0.465,0.614,0.367,0.384,0.401,0.367,0.379,0.051,275.0,0.793,0.227,0.404,12.0,1.0
490,Inactive,Paul George,georgpa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/georgpa01.html,georgpa01,423.0,13789.0,18.2,0.552,0.375,0.303,3.1,17.9,10.6,16.9,2.6,1.0,13.6,25.4,16.5,24.6,41.1,0.143,0.0,1.5,3.7,19.6,423.0,13789.0,0.428,15.7,0.625,0.21,0.089,0.123,0.203,0.375,0.465,0.614,0.367,0.384,0.401,0.367,0.379,0.051,275.0,0.793,0.227,0.404,12.0,1.0
491,Active,Paul Millsap,millspa01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millspa01.html,millspa01,821.0,24150.0,19.2,0.558,0.109,0.383,9.2,20.3,14.8,12.9,2.3,2.9,12.5,22.1,40.8,37.5,78.2,0.156,0.0,2.3,3.4,33.1,821.0,24150.0,0.493,8.8,0.891,0.405,0.204,0.129,0.153,0.109,0.513,0.646,0.404,0.389,0.411,0.332,0.63,0.058,444.0,0.957,0.194,0.378,8.0,1.0
492,Active,Paul Pierce,piercpa01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/piercpa01.html,piercpa01,1331.0,45756.0,19.8,0.568,0.298,0.441,2.8,16.2,9.6,18.8,2.0,1.3,13.2,26.9,87.0,63.0,150.0,0.157,0.0,0.5,3.3,61.6,1210.0,41541.0,0.446,14.3,0.699,0.264,0.075,0.141,0.22,0.301,0.479,0.612,0.326,0.414,0.413,0.368,0.445,0.024,393.0,0.869,0.121,0.383,25.0,1.0
493,Inactive,Paul Pierce,piercpa01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/piercpa01.html,piercpa01,1331.0,45756.0,19.8,0.568,0.298,0.441,2.8,16.2,9.6,18.8,2.0,1.3,13.2,26.9,87.0,63.0,150.0,0.157,0.0,0.5,3.3,61.6,1210.0,41541.0,0.446,14.3,0.699,0.264,0.075,0.141,0.22,0.301,0.479,0.612,0.326,0.414,0.413,0.368,0.445,0.024,393.0,0.869,0.121,0.383,25.0,1.0
494,Active,Paul Zipser,zipsepa01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/z/zipsepa01.html,zipsepa01,23.0,350.0,6.1,0.466,0.505,0.275,2.4,13.8,8.0,4.1,1.0,1.1,13.6,14.7,-0.2,0.3,0.1,0.009,0.0,-1.2,-5.4,-0.3,23.0,350.0,0.341,16.5,0.495,0.198,0.121,0.044,0.132,0.505,0.4,0.5,0.455,0.25,0.25,0.283,0.778,0.011,1.0,1.0,0.348,0.438,0.0,0.0
495,Active,Pierre Jackson,jackspi01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jackspi01.html,jackspi01,8.0,84.0,13.3,0.416,0.282,0.179,1.3,11.7,6.3,37.9,1.2,0.0,6.7,25.4,0.0,0.1,0.0,0.023,0.0,-2.7,-4.3,0.0,8.0,84.0,0.333,14.3,0.718,0.282,0.077,0.103,0.256,0.282,0.357,0.455,0.333,0.25,0.3,0.273,0.1,0.0,0.0,0.667,0.091,1.0,0.0,0.0
496,Active,Quincy Acy,acyqu01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/acyqu01.html,acyqu01,237.0,3534.0,12.8,0.572,0.189,0.334,8.2,18.3,13.1,6.0,1.4,2.2,13.0,13.8,4.4,2.8,7.3,0.099,0.0,0.0,-1.5,0.5,237.0,3534.0,0.495,10.9,0.811,0.393,0.121,0.08,0.215,0.189,0.527,0.662,0.41,0.439,0.382,0.359,0.72,0.159,123.0,0.982,0.404,0.381,1.0,0.0
497,Inactive,Quincy Acy,acyqu01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/acyqu01.html,acyqu01,237.0,3534.0,12.8,0.572,0.189,0.334,8.2,18.3,13.1,6.0,1.4,2.2,13.0,13.8,4.4,2.8,7.3,0.099,0.0,0.0,-1.5,0.5,237.0,3534.0,0.495,10.9,0.811,0.393,0.121,0.08,0.215,0.189,0.527,0.662,0.41,0.439,0.382,0.359,0.72,0.159,123.0,0.982,0.404,0.381,1.0,0.0
498,Active,R.J. Hunter,hunterj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hunterj01.html,hunterj01,39.0,324.0,7.4,0.475,0.646,0.071,0.6,12.0,6.2,5.7,2.1,1.0,9.7,14.9,-0.1,0.4,0.3,0.041,0.0,-0.4,-3.7,-0.1,39.0,324.0,0.364,19.7,0.354,0.131,0.061,0.01,0.152,0.646,0.486,0.615,0.333,1.0,0.4,0.297,0.647,0.03,3.0,0.842,0.359,0.261,0.0,0.0
499,Active,Rajon Rondo,rondora01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rondora01.html,rondora01,693.0,22462.0,16.4,0.499,0.11,0.246,4.1,13.3,8.8,41.6,2.9,0.3,21.4,19.2,17.0,34.6,51.6,0.11,0.0,1.4,1.7,21.1,693.0,22462.0,0.463,9.5,0.89,0.421,0.177,0.074,0.218,0.11,0.484,0.607,0.35,0.372,0.391,0.292,0.288,0.011,69.0,0.633,0.26,0.361,15.0,0.0
500,Active,Rakeem Christmas,chrisra01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/chrisra01.html,chrisra01,8.0,29.0,23.1,0.536,0.0,0.556,19.5,19.0,19.3,4.8,1.7,6.0,0.0,17.2,0.1,0.0,0.1,0.219,0.0,0.6,1.1,0.0,8.0,29.0,0.444,7.6,1.0,0.556,0.111,0.111,0.222,0.0,0.444,0.8,0.0,0.0,0.0,0.0,0.75,0.111,1.0,0.0,0.0,0.0,0.0,0.0
501,Active,Ramon Sessions,sessira01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sessira01.html,sessira01,663.0,15727.0,16.0,0.533,0.117,0.484,2.4,10.8,6.5,28.8,1.5,0.3,14.8,22.0,20.5,8.1,28.6,0.087,0.0,-1.8,-1.8,0.8,663.0,15727.0,0.436,9.0,0.883,0.407,0.22,0.106,0.15,0.117,0.452,0.553,0.354,0.364,0.384,0.316,0.374,0.019,96.0,0.77,0.165,0.346,5.0,0.0
